['n', 't', 'd']
[41412, 0.4141200000002734, 1.3588355011536366]
[41413, 0.4141300000002734, 1.3587948759816366]
[41414, 0.4141400000002734, 1.3587542498286367]
[41415, 0.4141500000002734, 1.3587136226946366]
[41416, 0.4141600000002734, 1.3586729945796365]
[41417, 0.41417000000027343, 1.3586323654836365]
[41418, 0.41418000000027344, 1.3585917354066366]
[41419, 0.41419000000027345, 1.3585511043486365]
[41420, 0.41420000000027346, 1.3585104723096364]
[41421, 0.41421000000027347, 1.3584698392896364]
[41422, 0.4142200000002735, 1.3584292052886364]
[41423, 0.4142300000002735, 1.3583885703066363]
[41424, 0.4142400000002735, 1.3583479343436362]
[41425, 0.4142500000002735, 1.3583072973996362]
[41426, 0.4142600000002735, 1.3582666594746362]
[41427, 0.41427000000027353, 1.3582260205686363]
[41428, 0.41428000000027354, 1.3581853806816362]
[41429, 0.41429000000027355, 1.3581447398136361]
[41430, 0.41430000000027356, 1.3581040979646362]
[41431, 0.41431000000027357, 1.3580634551346362]
[41432, 0.4143200000002736, 1.3580228113236361]
[41433, 0.4143300000002736, 1.357982166531636]
[41434, 0.4143400000002736, 1.357941520758636]
[41435, 0.4143500000002736, 1.357900874004636]
[41436, 0.4143600000002736, 1.357860226269636]
[41437, 0.41437000000027363, 1.357819577553636]
[41438, 0.41438000000027364, 1.357778927856636]
[41439, 0.41439000000027365, 1.357738277178636]
[41440, 0.41440000000027366, 1.3576976255196358]
[41441, 0.41441000000027367, 1.3576569728796357]
[41442, 0.4144200000002737, 1.3576163192586357]
[41443, 0.4144300000002737, 1.3575756646566357]
[41444, 0.4144400000002737, 1.3575350090736358]
[41445, 0.4144500000002737, 1.3574943525096357]
[41446, 0.4144600000002737, 1.3574536949646356]
[41447, 0.41447000000027373, 1.3574130364386356]
[41448, 0.41448000000027374, 1.3573723769316357]
[41449, 0.41449000000027375, 1.3573317164436356]
[41450, 0.41450000000027376, 1.3572910549746355]
[41451, 0.41451000000027377, 1.3572503925246355]
[41452, 0.4145200000002738, 1.3572097290936356]
[41453, 0.4145300000002738, 1.3571690646816355]
[41454, 0.4145400000002738, 1.3571283992886354]
[41455, 0.4145500000002738, 1.3570877329146354]
[41456, 0.4145600000002738, 1.3570470655596354]
[41457, 0.41457000000027383, 1.3570063972236355]
[41458, 0.41458000000027384, 1.3569657279066354]
[41459, 0.41459000000027385, 1.3569250576086354]
[41460, 0.41460000000027386, 1.3568843863296354]
[41461, 0.41461000000027387, 1.3568437140696354]
[41462, 0.4146200000002739, 1.3568030408286353]
[41463, 0.4146300000002739, 1.3567623666066353]
[41464, 0.4146400000002739, 1.3567216914036353]
[41465, 0.4146500000002739, 1.3566810152196354]
[41466, 0.4146600000002739, 1.3566403380546352]
[41467, 0.41467000000027393, 1.3565996599086352]
[41468, 0.41468000000027394, 1.3565589807816352]
[41469, 0.41469000000027395, 1.3565183006736352]
[41470, 0.41470000000027396, 1.356477619584635]
[41471, 0.41471000000027397, 1.356436937514635]
[41472, 0.414720000000274, 1.356396254463635]
[41473, 0.414730000000274, 1.356355570431635]
[41474, 0.414740000000274, 1.356314885418635]
[41475, 0.414750000000274, 1.356274199424635]
[41476, 0.414760000000274, 1.356233512449635]
[41477, 0.41477000000027403, 1.356192824493635]
[41478, 0.41478000000027404, 1.356152135556635]
[41479, 0.41479000000027405, 1.356111445638635]
[41480, 0.41480000000027406, 1.356070754739635]
[41481, 0.41481000000027407, 1.356030062859635]
[41482, 0.4148200000002741, 1.355989369998635]
[41483, 0.4148300000002741, 1.3559486761566348]
[41484, 0.4148400000002741, 1.3559079813336348]
[41485, 0.4148500000002741, 1.3558672855296348]
[41486, 0.4148600000002741, 1.3558265887446348]
[41487, 0.41487000000027413, 1.3557858909786347]
[41488, 0.41488000000027414, 1.3557451922316346]
[41489, 0.41489000000027415, 1.3557044925036346]
[41490, 0.41490000000027416, 1.3556637917946346]
[41491, 0.41491000000027417, 1.3556230901046347]
[41492, 0.4149200000002742, 1.3555823874336346]
[41493, 0.4149300000002742, 1.3555416837816345]
[41494, 0.4149400000002742, 1.3555009791486345]
[41495, 0.4149500000002742, 1.3554602735346346]
[41496, 0.4149600000002742, 1.3554195669396345]
[41497, 0.41497000000027423, 1.3553788593636344]
[41498, 0.41498000000027424, 1.3553381508066344]
[41499, 0.41499000000027425, 1.3552974412686345]
[41500, 0.41500000000027426, 1.3552567307496344]
[41501, 0.41501000000027427, 1.3552160192496343]
[41502, 0.4150200000002743, 1.3551753067686343]
[41503, 0.4150300000002743, 1.3551345933066343]
[41504, 0.4150400000002743, 1.3550938788636342]
[41505, 0.4150500000002743, 1.3550531634396341]
[41506, 0.4150600000002743, 1.355012447034634]
[41507, 0.41507000000027433, 1.354971729648634]
[41508, 0.41508000000027434, 1.3549310112816342]
[41509, 0.41509000000027435, 1.354890291933634]
[41510, 0.41510000000027436, 1.354849571604634]
[41511, 0.41511000000027437, 1.354808850294634]
[41512, 0.4151200000002744, 1.354768128003634]
[41513, 0.4151300000002744, 1.354727404731634]
[41514, 0.4151400000002744, 1.354686680478634]
[41515, 0.4151500000002744, 1.354645955244634]
[41516, 0.4151600000002744, 1.354605229029634]
[41517, 0.41517000000027443, 1.3545645018336339]
[41518, 0.41518000000027444, 1.3545237736566338]
[41519, 0.41519000000027445, 1.3544830444986338]
[41520, 0.41520000000027446, 1.3544423143596338]
[41521, 0.41521000000027447, 1.3544015832396337]
[41522, 0.4152200000002745, 1.3543608511386336]
[41523, 0.4152300000002745, 1.3543201180566335]
[41524, 0.4152400000002745, 1.3542793839936336]
[41525, 0.4152500000002745, 1.3542386489496336]
[41526, 0.4152600000002745, 1.3541979129246335]
[41527, 0.41527000000027453, 1.3541571759186335]
[41528, 0.41528000000027454, 1.3541164379316335]
[41529, 0.41529000000027455, 1.3540756989636336]
[41530, 0.41530000000027456, 1.3540349590146334]
[41531, 0.41531000000027457, 1.3539942180846334]
[41532, 0.4153200000002746, 1.3539534761736334]
[41533, 0.4153300000002746, 1.3539127332816334]
[41534, 0.4153400000002746, 1.3538719894086333]
[41535, 0.4153500000002746, 1.3538312445546332]
[41536, 0.4153600000002746, 1.3537904987196332]
